sentences,llm_responses,actual_labels,complete_responses,extracted_labels
We know that the short end of the yield curve is dominated by monetary policy and cyclical factors.,NEUTRAL,2,"ModelResponse(id='8ec0d2943c407ca5-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=101, total_tokens=105))",2
"As illustrated by the left-hand panel of figure 6, since 2000, both FOMC participants and respondents to the Blue Chip survey have markedly reduced their projections of the level of real short-term interest rates expected to prevail in the longer run.",DOVISH,0,"ModelResponse(id='8ec0d2943e5b0f36-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='DOVISH', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=132, total_tokens=136))",0
The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.,NEUTRAL,2,"ModelResponse(id='8ec0d2947e3842a6-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=100, total_tokens=104))",2
"During the 1980s and 1990s, the Federal Reserve succeeded in bringing inflation down from double-digit levels to the average rate of about 2 percent that has prevailed over the past decade.",NEUTRAL,0,"ModelResponse(id='8ec0d294d8ed0f65-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=122, total_tokens=126))",2
"The System Open Market Account manager and the secretary will keep the Committee informed of ongoing developments regarding the System's balance sheet that could affect the attainment over time of the Committee's objectives of maximum employment and price stability. """,NEUTRAL,2,"ModelResponse(id='8ec0d294ffbd4285-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=124, total_tokens=128))",2
"The first is what to do about supply shocks, like large increases in oil prices, which tend to increase both inflation and unemployment.",NEUTRAL,1,"ModelResponse(id='8ec0d2950af972c2-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=107, total_tokens=111))",2
"Economic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports.",NEUTRAL,1,"ModelResponse(id='8ec0d29538d0f78d-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=98, total_tokens=102))",2
"Well, you’re certainly right that we have been over-optimistic about out-year growth.",HAWKISH,1,"ModelResponse(id='8ec0d2954e0a8cc8-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200238, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=100, total_tokens=105))",1
"The extraordinary achievement of 1996, of course, was reaching such low levels of unemployment and inflation at the same time.",NEUTRAL,2,"ModelResponse(id='8ec0d2975bca43bf-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=106, total_tokens=110))",2
"For example, we have used some of our work to look at interest rate risk and interest rate sensitivity and, you know, found generally that banks can also sustain a significant increase in long-term interest rates as well for a number of reasons, one of them being that higher interest rates increase their franchise value because it increases their net interest margin over time.",NEUTRAL,2,"ModelResponse(id='8ec0d297385443b1-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=151, total_tokens=155))",2
"This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",NEUTRAL,2,"ModelResponse(id='8ec0d297783c7d06-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=116, total_tokens=120))",2
"In furtherance of these objectives, the Committee at this meeting established ranges for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1998 to the fourth quarter of 1999.",HAWKISH,2,"ModelResponse(id='8ec0d297ccb74313-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='HAWKISH', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=5, prompt_tokens=137, total_tokens=142))",1
"Al­though core inflation and the 12-month trimmed mean PCE inflation rate calculated by the Federal Reserve Bank of Dallas remained a little below 2 percent, many participants anticipated that high levels of resource utilization and stable inflation expectations would keep overall inflation near 2 percent over the medium term.",NEUTRAL,2,"ModelResponse(id='8ec0d297ae93de92-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=139, total_tokens=143))",2
The Congressional Budget Office (CBO) estimates that federal tax increases and spending cuts will slow the pace of real gross domestic product (GDP) growth about 1-1/2 percentage points this year.3 Tight fiscal policy may also be preventing faster reductions in unemployment.,NEUTRAL,0,"ModelResponse(id='8ec0d297ddf4c46d-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=136, total_tokens=140))",2
"Computing power may not be falling in price quite so rapidly now as in the late 1990s, but a dollar nevertheless buys a great deal more computational capacity today than it did even five years ago.",NEUTRAL,2,"ModelResponse(id='8ec0d297da70c463-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=122, total_tokens=126))",2
"that is, the capacity utilization rate is lower than would have been expected, based on past experience, at the prevailing unemployment rate.",NEUTRAL,0,"ModelResponse(id='8ec0d2b73ba9c327-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200244, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=107, total_tokens=111))",2
"At the conclusion of this discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: The information reviewed at this meeting suggests that the expansion in economic activity is still robust.",NEUTRAL,2,"ModelResponse(id='8ec0d2980d3278db-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=142, total_tokens=146))",2
"In their discussion of the economic situation and outlook, meeting participants noted that the economic information received since the last meeting pointed to a somewhat more favorable outlook regarding both inflation and economic growth than they had earlier anticipated.",NEUTRAL,2,"ModelResponse(id='8ec0d29848498c11-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=122, total_tokens=126))",2
"Following these swings, inflation was expected to finish the year at just below 2 percent.",NEUTRAL,0,"ModelResponse(id='8ec0d2985e8f42c6-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=99, total_tokens=103))",2
"And we’ve talked about the effects on asset prices,",NEUTRAL,2,"ModelResponse(id='8ec0d2986c4e4332-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=92, total_tokens=96))",2
"To keep the experiments as clean as possible, I assume that the economy begins at full employment and with both headline and core inflation at desired levels.",NEUTRAL,2,"ModelResponse(id='8ec0d298699b2395-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=110, total_tokens=114))",2
"To measure productivity and standards of living we need measures of output but, to measure output, we need to be able to define products clearly and in terms of units that do not change from one period to the next.",NEUTRAL,2,"ModelResponse(id='8ec0d29898f743eb-EWR', choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL', role='assistant', tool_calls=[]))], created=1733200239, model='meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, usage=Usage(completion_tokens=4, prompt_tokens=124, total_tokens=128))",2
